id_product,id_image,position,cover
471,3197,3,0
471,3198,4,0
472,3215,1,0
472,3217,2,0
472,3218,3,0
472,3219,4,0
472,3322,5,1
472,3323,6,0
477,3277,1,0
477,3278,2,1
477,3555,3,0
477,3556,4,0
478,3279,1,0
478,3280,2,0
478,3357,3,0
478,3358,4,1
481,3290,1,0
481,3291,2,0
481,3292,3,0
481,3328,4,0
481,3356,5,1
482,3294,1,0
482,3408,2,0
482,3409,3,0
482,3410,4,0
482,3411,5,0
482,3473,6,1
483,3324,1,1
484,3325,1,0
484,3326,2,1
484,3327,3,0
485,3333,1,0
485,3334,2,0
485,3335,3,0
485,3336,4,0
485,3731,5,0
485,3732,6,1
485,3733,7,0
485,3734,8,0
485,3735,9,0
486,3922,1,0
486,3923,2,0
486,3924,3,0
486,3925,4,0
486,3926,5,0
486,3927,6,0
486,3928,7,0
486,3929,8,0
486,3930,9,0
486,3931,10,0
486,3932,11,1
486,3933,12,0
487,3359,1,1
487,3360,2,0
488,3361,1,1
488,3362,2,0
489,3363,1,1
489,3364,2,0
490,3365,1,0
490,3366,2,1
490,3367,3,0
490,3368,4,0
490,3369,5,0
490,3370,6,0
490,3371,7,0
490,3372,8,0
491,3373,1,0
491,3374,2,0
491,3375,3,1
491,3376,4,0
492,3384,1,0
492,3385,2,1
492,3386,3,0
492,3387,4,0
494,3389,1,1
494,3390,2,0
494,3391,3,0
494,3392,4,0
494,3393,5,0
494,3394,6,0
494,3395,7,0
496,3437,1,0
496,3438,2,1
496,3439,3,0
497,3440,1,1
497,3441,2,0
497,3442,3,0
498,3445,1,0
498,3446,2,1
498,3447,3,0
498,3448,4,0
498,3449,5,0
498,3450,6,0
498,3451,7,0
498,3746,8,0
499,3452,1,0
499,3453,2,1
499,3454,3,0
500,3455,1,1
500,3456,2,0
500,3457,3,0
500,3458,4,0
501,3459,1,0
501,3460,2,0
501,3461,3,1
502,3462,1,1
506,3562,1,0
506,3563,2,1
506,3564,3,0
506,3565,4,0
507,3566,1,0
507,3567,2,0
507,3568,3,0
507,3569,4,0
507,3570,5,0
507,3571,6,0
507,3572,7,0
507,3573,8,1
507,3574,9,0
507,3575,10,0
507,3756,11,0
507,3757,12,0
507,3758,13,0
507,3759,14,0
507,3760,15,0
507,3761,16,0
507,3762,17,0
507,3763,18,0
507,3764,19,0
507,3765,20,0
508,3576,1,0
508,3577,2,1
508,3578,3,0
508,3579,4,0
508,3580,5,0
509,3585,1,0
509,3586,2,1
509,3587,3,0
509,3588,4,0
509,3589,5,0
509,3590,6,0
510,3591,1,1
510,3592,2,0
511,3690,1,1
511,3691,2,0
511,3692,3,0
511,3693,4,0
513,3699,1,1
513,3700,2,0
513,3701,3,0
513,3702,4,0
513,3703,5,0
514,3736,1,0
514,3737,2,0
514,3738,3,0
514,3739,4,0
514,3740,5,0
514,3741,6,0
514,3742,7,1
514,3743,8,0
514,3744,9,0
514,3745,10,0
515,3781,1,0
515,3782,2,1
515,3783,3,0
515,3784,4,0
516,3796,1,0
516,3907,2,1
516,3908,3,0
516,3909,4,0
516,3911,5,0
516,3912,6,0
517,3822,1,1
517,3823,2,0
517,3824,3,0
517,3825,4,0
518,3826,1,0
518,3827,2,1
518,3828,3,0
518,3829,4,0
518,3830,5,0
518,3831,6,0
519,3832,1,1
519,3833,2,0
519,3834,3,0
519,3835,4,0
519,3836,5,0
519,3837,6,0
519,3838,7,0
520,3862,1,1
520,3863,2,0
520,3864,3,0
520,3865,4,0
521,3874,1,1
522,3875,1,1
523,3876,1,1
524,3877,1,1
525,3880,1,0
525,3881,2,0
525,3882,3,1
525,3883,4,0
526,3884,1,1
526,3886,2,0
526,3887,3,0
526,3888,4,0
526,3890,5,0
526,3891,6,0
527,3898,1,0
527,3899,2,0
527,3900,3,0
527,3901,4,0
527,3902,5,0
527,3903,6,0
527,3904,7,0
527,3905,8,0
527,3906,9,1
528,3935,1,0
528,3936,2,1
528,3937,3,0
528,3938,4,0
528,3939,5,0
528,3940,6,0
529,3941,1,1
529,3942,2,0
529,3943,3,0
529,3944,4,0
529,3945,5,0
529,3946,6,0
530,3947,1,1
530,3948,2,0
530,3949,3,0
530,3950,4,0
530,3951,5,0
530,3952,6,0
531,3953,1,1
